"specialty";"terms"
"Surgery";"Circumcision, Male"
"Surgery";"Tattooing"
"Surgery";"Cardiovascular Surgical Procedures"
"Surgery";"Cardiac Surgical Procedures"
"Surgery";"Arterial Switch Operation"
"Surgery";"Cardiac Valve Annuloplasty"
"Surgery";"Mitral Valve Annuloplasty"
"Surgery";"Cardiomyoplasty"
"Surgery";"Heart Arrest, Induced"
"Surgery";"Circulatory Arrest, Deep Hypothermia Induced"
"Surgery";"Heart Massage"
"Surgery";"Heart Transplantation"
"Surgery";"Heart-Lung Transplantation"
"Surgery";"Heart Valve Prosthesis Implantation"
"Surgery";"Transcatheter Aortic Valve Replacement"
"Surgery";"Myocardial Revascularization"
"Surgery";"Angioplasty, Balloon, Coronary"
"Surgery";"Atherectomy, Coronary"
"Surgery";"Coronary Artery Bypass"
"Surgery";"Coronary Artery Bypass, Off-Pump"
"Surgery";"Internal Mammary-Coronary Artery Anastomosis"
"Surgery";"Transmyocardial Laser Revascularization"
"Surgery";"Norwood Procedures"
"Surgery";"Pericardiectomy"
"Surgery";"Pericardiocentesis"
"Surgery";"Reperfusion"
"Surgery";"Myocardial Reperfusion"
"Surgery";"Vascular Surgical Procedures"
"Surgery";"Embolectomy"
"Surgery";"Balloon Embolectomy"
"Surgery";"Endarterectomy"
"Surgery";"Endarterectomy, Carotid"
"Surgery";"Endovascular Procedures"
"Surgery";"Angioplasty"
"Surgery";"Angioplasty, Balloon"
"Surgery";"Atherectomy"
"Surgery";"Angioscopy"
"Surgery";"Catheterization, Central Venous"
"Surgery";"Catheterization, Peripheral"
"Surgery";"Catheterization, Swan-Ganz"
"Surgery";"Percutaneous Coronary Intervention"
"Surgery";"Limb Salvage"
"Surgery";"Thrombectomy"
"Surgery";"Mechanical Thrombolysis"
"Surgery";"Vascular Grafting"
"Surgery";"Blood Vessel Prosthesis Implantation"
"Surgery";"Cerebral Revascularization"
"Surgery";"Venous Cutdown"
"Surgery";"Curettage"
"Surgery";"Dilatation and Curettage"
"Surgery";"Vacuum Curettage"
"Surgery";"Cytoreduction Surgical Procedures"
"Surgery";"Debridement"
"Surgery";"Decompression, Surgical"
"Surgery";"Decompressive Craniectomy"
"Surgery";"Microvascular Decompression Surgery"
"Surgery";"Deep Brain Stimulation"
"Surgery";"Device Removal"
"Surgery";"Digestive System Surgical Procedures"
"Surgery";"Appendectomy"
"Surgery";"Biliary Tract Surgical Procedures"
"Surgery";"Biliopancreatic Diversion"
"Surgery";"Cholecystectomy"
"Surgery";"Cholecystectomy, Laparoscopic"
"Surgery";"Sphincterotomy, Endoscopic"
"Surgery";"Sphincterotomy, Transhepatic"
"Surgery";"Colectomy"
"Surgery";"Proctocolectomy, Restorative"
"Surgery";"Endoscopy, Digestive System"
"Surgery";"Cholangiopancreatography, Endoscopic Retrograde"
"Surgery";"Endoscopy, Gastrointestinal"
"Surgery";"Balloon Enteroscopy"
"Surgery";"Double-Balloon Enteroscopy"
"Surgery";"Single-Balloon Enteroscopy"
"Surgery";"Colonoscopy"
"Surgery";"Sigmoidoscopy"
"Surgery";"Duodenoscopy"
"Surgery";"Endoscopic Mucosal Resection"
"Surgery";"Esophagoscopy"
"Surgery";"Gastroscopy"
"Surgery";"Proctoscopy"
"Surgery";"Transanal Endoscopic Surgery"
"Surgery";"Transanal Endoscopic Microsurgery"
"Surgery";"Enterostomy"
"Surgery";"Cecostomy"
"Surgery";"Colostomy"
"Surgery";"Duodenostomy"
"Surgery";"Ileostomy"
"Surgery";"Jejunostomy"
"Surgery";"Esophagectomy"
"Surgery";"Esophagoplasty"
"Surgery";"Esophagostomy"
"Surgery";"Fundoplication"
"Surgery";"Gastrectomy"
"Surgery";"Gastropexy"
"Surgery";"Gastrostomy"
"Surgery";"Hemorrhoidectomy"
"Surgery";"Hepatectomy"
"Surgery";"Liver Transplantation"
"Surgery";"Pancreas Transplantation"
"Surgery";"Pancreatectomy"
"Surgery";"Pancreaticoduodenectomy"
"Surgery";"Dissection"
"Surgery";"Microdissection"
"Surgery";"Drainage"
"Surgery";"Negative-Pressure Wound Therapy"
"Surgery";"Paracentesis"
"Surgery";"Suction"
"Surgery";"Elective Surgical Procedures"
"Surgery";"Electrosurgery"
"Surgery";"Endocrine Surgical Procedures"
"Surgery";"Adrenalectomy"
"Surgery";"Castration"
"Surgery";"Orchiectomy"
"Surgery";"Ovariectomy"
"Surgery";"Hypophysectomy"
"Surgery";"Hypophysectomy, Chemical"
"Surgery";"Islets of Langerhans Transplantation"
"Surgery";"Parathyroidectomy"
"Surgery";"Thyroidectomy"
"Surgery";"Extracorporeal Circulation"
"Surgery";"Cardiopulmonary Bypass"
"Surgery";"Chemotherapy, Cancer, Regional Perfusion"
"Surgery";"Extracorporeal Membrane Oxygenation"
"Surgery";"Heart Bypass, Left"
"Surgery";"Hemofiltration"
"Surgery";"Hemodiafiltration"
"Surgery";"Hemoperfusion"
"Surgery";"Photopheresis"
"Surgery";"Ultrafiltration"
"Surgery";"Fasciotomy"
"Surgery";"Hemostasis, Surgical"
"Surgery";"Light Coagulation"
"Surgery";"Laparotomy"
"Surgery";"Ligation"
"Surgery";"Lymph Node Excision"
"Surgery";"Neck Dissection"
"Surgery";"Mastectomy"
"Surgery";"Mastectomy, Radical"
"Surgery";"Mastectomy, Extended Radical"
"Surgery";"Mastectomy, Modified Radical"
"Surgery";"Mastectomy, Segmental"
"Surgery";"Mastectomy, Simple"
"Surgery";"Mastectomy, Subcutaneous"
"Surgery";"Prophylactic Mastectomy"
"Surgery";"Metastasectomy"
"Surgery";"Microsurgery"
"Surgery";"Mohs Surgery"
"Surgery";"Minimally Invasive Surgical Procedures"
"Surgery";"Endoscopy"
"Surgery";"Arthroscopy"
"Surgery";"Joint Capsule Release"
"Surgery";"Bronchoscopy"
"Surgery";"Colposcopy"
"Surgery";"Conversion to Open Surgery"
"Surgery";"Culdoscopy"
"Surgery";"Cystoscopy"
"Surgery";"Fetoscopy"
"Surgery";"Hysteroscopy"
"Surgery";"Laparoscopy"
"Surgery";"Hand-Assisted Laparoscopy"
"Surgery";"Laryngoscopy"
"Surgery";"Mediastinoscopy"
"Surgery";"Natural Orifice Endoscopic Surgery"
"Surgery";"Neuroendoscopy"
"Surgery";"Thoracoscopy"
"Surgery";"Thoracic Surgery, Video-Assisted"
"Surgery";"Ureteroscopy"
"Surgery";"Video-Assisted Surgery"
"Surgery";"Magnetic Resonance Imaging, Interventional"
"Surgery";"Morcellation"
"Surgery";"Radiography, Interventional"
"Surgery";"Ultrasonography, Interventional"
"Surgery";"Minor Surgical Procedures"
"Surgery";"Monitoring, Intraoperative"
"Surgery";"Intraoperative Neurophysiological Monitoring"
"Surgery";"Obstetric Surgical Procedures"
"Surgery";"Abortion, Induced"
"Surgery";"Abortion, Eugenic"
"Surgery";"Abortion, Legal"
"Surgery";"Abortion, Therapeutic"
"Surgery";"Pregnancy Reduction, Multifetal"
"Surgery";"Cerclage, Cervical"
"Surgery";"Colpotomy"
"Surgery";"Delivery, Obstetric"
"Surgery";"Cesarean Section"
"Surgery";"Cesarean Section, Repeat"
"Surgery";"Episiotomy"
"Surgery";"Extraction, Obstetrical"
"Surgery";"Vacuum Extraction, Obstetrical"
"Surgery";"Labor, Induced"
"Surgery";"Vaginal Birth after Cesarean"
"Surgery";"Version, Fetal"
"Surgery";"Hysterotomy"
"Surgery";"Neurosurgical Procedures"
"Surgery";"Anterior Temporal Lobectomy"
"Surgery";"Brain Tissue Transplantation"
"Surgery";"Cerebral Decortication"
"Surgery";"Hemispherectomy"
"Surgery";"Craniotomy"
"Surgery";"Trephining"
"Surgery";"Denervation"
"Surgery";"Autonomic Denervation"
"Surgery";"Parasympathectomy"
"Surgery";"Vagotomy"
"Surgery";"Vagotomy, Proximal Gastric"
"Surgery";"Vagotomy, Truncal"
"Surgery";"Sympathectomy"
"Surgery";"Ganglionectomy"
"Surgery";"Sympathectomy, Chemical"
"Surgery";"Axotomy"
"Surgery";"Cordotomy"
"Surgery";"Muscle Denervation"
"Surgery";"Nerve Block"
"Surgery";"Autonomic Nerve Block"
"Surgery";"Sphenopalatine Ganglion Block"
"Surgery";"Nerve Crush"
"Surgery";"Rhizotomy"
"Surgery";"Foraminotomy"
"Surgery";"Laminectomy"
"Surgery";"Laminoplasty"
"Surgery";"Nerve Transfer"
"Surgery";"Pallidotomy"
"Surgery";"Psychosurgery"
"Surgery";"Split-Brain Procedure"
"Surgery";"Stereotaxic Techniques"
"Surgery";"Neuronavigation"
"Surgery";"Radiosurgery"
"Surgery";"Ophthalmologic Surgical Procedures"
"Surgery";"Blepharoplasty"
"Surgery";"Dacryocystorhinostomy"
"Surgery";"Eye Enucleation"
"Surgery";"Eye Evisceration"
"Surgery";"Filtering Surgery"
"Surgery";"Sclerostomy"
"Surgery";"Trabeculectomy"
"Surgery";"Iridectomy"
"Surgery";"Orbit Evisceration"
"Surgery";"Refractive Surgical Procedures"
"Surgery";"Cataract Extraction"
"Surgery";"Capsulorhexis"
"Surgery";"Phacoemulsification"
"Surgery";"Corneal Transplantation"
"Surgery";"Descemet Stripping Endothelial Keratoplasty"
"Surgery";"Epikeratophakia"
"Surgery";"Keratoplasty, Penetrating"
"Surgery";"Keratotomy, Radial"
"Surgery";"Lens Implantation, Intraocular"
"Surgery";"Posterior Capsulotomy"
"Surgery";"Scleroplasty"
"Surgery";"Scleral Buckling"
"Surgery";"Vitrectomy"
"Surgery";"Vitreoretinal Surgery"
"Surgery";"Oral Surgical Procedures"
"Surgery";"Apicoectomy"
"Surgery";"Gingivectomy"
"Surgery";"Gingivoplasty"
"Surgery";"Glossectomy"
"Surgery";"Jaw Fixation Techniques"
"Surgery";"Mandibular Advancement"
"Surgery";"Maxillofacial Prosthesis Implantation"
"Surgery";"Mandibular Prosthesis Implantation"
"Surgery";"Oral Surgical Procedures, Preprosthetic"
"Surgery";"Alveolar Ridge Augmentation"
"Surgery";"Alveolectomy"
"Surgery";"Alveoloplasty"
"Surgery";"Dental Implantation"
"Surgery";"Dental Implantation, Endosseous"
"Surgery";"Blade Implantation"
"Surgery";"Dental Implantation, Endosseous, Endodontic"
"Surgery";"Immediate Dental Implant Loading"
"Surgery";"Dental Implantation, Subperiosteal"
"Surgery";"Vestibuloplasty"
"Surgery";"Orthognathic Surgical Procedures"
"Surgery";"Alveolar Bone Grafting"
"Surgery";"Osteotomy, Le Fort"
"Surgery";"Osteotomy, Sagittal Split Ramus"
"Surgery";"Sinus Floor Augmentation"
"Surgery";"Tooth Extraction"
"Surgery";"Serial Extraction"
"Surgery";"Tooth Replantation"
"Surgery";"Orthopedic Procedures"
"Surgery";"Acetabuloplasty"
"Surgery";"Amputation"
"Surgery";"Disarticulation"
"Surgery";"Hemipelvectomy"
"Surgery";"Arthrodesis"
"Surgery";"Spinal Fusion"
"Surgery";"Arthroplasty"
"Surgery";"Anterior Cruciate Ligament Reconstruction"
"Surgery";"Bone-Patellar Tendon-Bone Grafting"
"Surgery";"Arthroplasty, Replacement"
"Surgery";"Arthroplasty, Replacement, Ankle"
"Surgery";"Arthroplasty, Replacement, Elbow"
"Surgery";"Arthroplasty, Replacement, Finger"
"Surgery";"Arthroplasty, Replacement, Hip"
"Surgery";"Arthroplasty, Replacement, Knee"
"Surgery";"Arthroplasty, Replacement, Shoulder"
"Surgery";"Hemiarthroplasty"
"Surgery";"Total Disc Replacement"
"Surgery";"Arthroplasty, Subchondral"
"Surgery";"Posterior Cruciate Ligament Reconstruction"
"Surgery";"Bone Lengthening"
"Surgery";"Ilizarov Technique"
"Surgery";"Osteogenesis, Distraction"
"Surgery";"Bone Transplantation"
"Surgery";"Cementoplasty"
"Surgery";"Vertebroplasty"
"Surgery";"Kyphoplasty"
"Surgery";"Diskectomy"
"Surgery";"Diskectomy, Percutaneous"
"Surgery";"Fracture Fixation"
"Surgery";"Closed Fracture Reduction"
"Surgery";"Fracture Fixation, Internal"
"Surgery";"Fracture Fixation, Intramedullary"
"Surgery";"Open Fracture Reduction"
"Surgery";"Osteotomy"
"Surgery";"Tendon Transfer"
"Surgery";"Tenodesis"
"Surgery";"Tenotomy"
"Surgery";"Traction"
"Surgery";"Ulnar Collateral Ligament Reconstruction"
"Surgery";"Ostomy"
"Surgery";"Cystostomy"
"Surgery";"Middle Ear Ventilation"
"Surgery";"Nephrostomy, Percutaneous"
"Surgery";"Pharyngostomy"
"Surgery";"Thoracostomy"
"Surgery";"Tracheostomy"
"Surgery";"Ureterostomy"
"Surgery";"Otorhinolaryngologic Surgical Procedures"
"Surgery";"Adenoidectomy"
"Surgery";"Laryngectomy"
"Surgery";"Laryngoplasty"
"Surgery";"Nasal Surgical Procedures"
"Surgery";"Rhinoplasty"
"Surgery";"Otologic Surgical Procedures"
"Surgery";"Auditory Brain Stem Implantation"
"Surgery";"Cochlear Implantation"
"Surgery";"Fenestration, Labyrinth"
"Surgery";"Myringoplasty"
"Surgery";"Ossicular Replacement"
"Surgery";"Stapes Surgery"
"Surgery";"Stapes Mobilization"
"Surgery";"Transtympanic Micropressure Treatment"
"Surgery";"Tympanoplasty"
"Surgery";"Pharyngectomy"
"Surgery";"Tonsillectomy"
"Surgery";"Tracheotomy"
"Surgery";"Pelvic Exenteration"
"Surgery";"Perioperative Care"
"Surgery";"Intraoperative Care"
"Surgery";"Postoperative Care"
"Surgery";"Preoperative Care"
"Surgery";"Preanesthetic Medication"
"Surgery";"Perioperative Period"
"Surgery";"Intraoperative Period"
"Surgery";"Operative Time"
"Surgery";"Postoperative Period"
"Surgery";"Anesthesia Recovery Period"
"Surgery";"Preoperative Period"
"Surgery";"Prophylactic Surgical Procedures"
"Surgery";"Prosthesis Implantation"
"Surgery";"Breast Implantation"
"Surgery";"Penile Implantation"
"Surgery";"Punctures"
"Surgery";"Blood Specimen Collection"
"Surgery";"Cordocentesis"
"Surgery";"Petrosal Sinus Sampling"
"Surgery";"Phlebotomy"
"Surgery";"Amniocentesis"
"Surgery";"Arthrocentesis"
"Surgery";"Thoracentesis"
"Surgery";"Tympanocentesis"
"Surgery";"Reconstructive Surgical Procedures"
"Surgery";"Abdominoplasty"
"Surgery";"Cervicoplasty"
"Surgery";"Dermatologic Surgical Procedures"
"Surgery";"Chemexfoliation"
"Surgery";"Dermabrasion"
"Surgery";"Rhytidoplasty"
"Surgery";"Skin Transplantation"
"Surgery";"Guided Tissue Regeneration"
"Surgery";"Guided Tissue Regeneration, Periodontal"
"Surgery";"Herniorrhaphy"
"Surgery";"Mammaplasty"
"Surgery";"Sex Reassignment Surgery"
"Surgery";"Tissue Expansion"
"Surgery";"Nerve Expansion"
"Surgery";"Reoperation"
"Surgery";"Second-Look Surgery"
"Surgery";"Splenectomy"
"Surgery";"Surgery, Computer-Assisted"
"Surgery";"Robotic Surgical Procedures"
"Surgery";"Symphysiotomy"
"Surgery";"Thoracic Surgical Procedures"
"Surgery";"Pulmonary Surgical Procedures"
"Surgery";"Collapse Therapy"
"Surgery";"Pneumonolysis"
"Surgery";"Pneumothorax, Artificial"
"Surgery";"Lung Transplantation"
"Surgery";"Pneumonectomy"
"Surgery";"Sternotomy"
"Surgery";"Thoracoplasty"
"Surgery";"Thoracotomy"
"Surgery";"Thymectomy"
"Surgery";"Transplantation"
"Surgery";"Cell Transplantation"
"Surgery";"Stem Cell Transplantation"
"Surgery";"Cord Blood Stem Cell Transplantation"
"Surgery";"Hematopoietic Stem Cell Transplantation"
"Surgery";"Peripheral Blood Stem Cell Transplantation"
"Surgery";"Mesenchymal Stem Cell Transplantation"
"Surgery";"Cold Ischemia"
"Surgery";"Organ Transplantation"
"Surgery";"Kidney Transplantation"
"Surgery";"Vascularized Composite Allotransplantation"
"Surgery";"Facial Transplantation"
"Surgery";"Hand Transplantation"
"Surgery";"Replantation"
"Surgery";"Tissue and Organ Harvesting"
"Surgery";"Donor Selection"
"Surgery";"Fertility Preservation"
"Surgery";"Oocyte Retrieval"
"Surgery";"Operative Blood Salvage"
"Surgery";"Sperm Retrieval"
"Surgery";"Tissue Transplantation"
"Surgery";"Bone Marrow Transplantation"
"Surgery";"Fetal Tissue Transplantation"
"Surgery";"Transplantation, Autologous"
"Surgery";"Transplantation, Heterologous"
"Surgery";"Transplantation, Heterotopic"
"Surgery";"Transplantation, Homologous"
"Surgery";"Transplantation, Isogeneic"
"Surgery";"Warm Ischemia"
"Surgery";"Ultrasonic Surgical Procedures"
"Surgery";"Lithotripsy"
"Surgery";"Piezosurgery"
"Surgery";"Urogenital Surgical Procedures"
"Surgery";"Gynecologic Surgical Procedures"
"Surgery";"Hysterectomy"
"Surgery";"Hysterectomy, Vaginal"
"Surgery";"Trachelectomy"
"Surgery";"Salpingectomy"
"Surgery";"Sterilization, Tubal"
"Surgery";"Uterine Artery Embolization"
"Surgery";"Uterine Myomectomy"
"Surgery";"Sterilization, Reproductive"
"Surgery";"Sterilization, Involuntary"
"Surgery";"Sterilization Reversal"
"Surgery";"Vasectomy"
"Surgery";"Urologic Surgical Procedures"
"Surgery";"Cystectomy"
"Surgery";"Cystotomy"
"Surgery";"Nephrectomy"
"Surgery";"Urinary Diversion"
"Surgery";"Urologic Surgical Procedures, Male"
"Surgery";"Orchiopexy"
"Surgery";"Prostatectomy"
"Surgery";"Transurethral Resection of Prostate"
"Surgery";"Wound Closure Techniques"
"Surgery";"Abdominal Wound Closure Techniques"
"Surgery";"Suture Techniques"
"Surgery";"Surgical Stapling"
"Surgery";"Sutureless Surgical Procedures"
"Across";"About Your Medicines"
"Across";"Access"
"Across";"Administration occupational activities"
"Across";"Adverse effects"
"Across";"allowing"
"Across";"Anatomic Site"
"Across";"Application (Document)"
"Across";"Application Dosing Unit"
"Across";"Application procedure"
"Across";"Apply"
"Across";"Array Feature"
"Across";"aspects of adverse effects"
"Across";"Assisted (qualifier value)"
"Across";"Assortment"
"Across";"best (quality)"
"Across";"Bibliographic Reference"
"Across";"care activity"
"Across";"care by urgency"
"Across";"Characteristics"
"Across";"Clinician"
"Across";"Closed"
"Across";"Colombia"
"Across";"Commit Operation"
"Across";"Comprehension"
"Across";"Concept History"
"Across";"Condition"
"Across";"Condition:Find:Pt:^Patient:Nom"
"Across";"Connect"
"Across";"Count of entities"
"Across";"Current (present time)"
"Across";"Data"
"Across";"Data (eukaryote)"
"Across";"Data call receiving device"
"Across";"Day Care, Medical"
"Across";"Daycare"
"Across";"Details"
"Across";"discount"
"Across";"Disease"
"Across";"Disease Management"
"Across";"Does communicate"
"Across";"DRUGS"
"Across";"Drugs, Non-Prescription"
"Across";"Easy"
"Across";"Electrical Current"
"Across";"Empty (qualifier)"
"Across";"Enabling"
"Across";"Family"
"Across";"Family (taxonomic)"
"Across";"Feature"
"Across";"Financial savings"
"Across";"Four"
"Across";"Free (available (qualifier))"
"Across";"Free of (attribute)"
"Across";"Functional Map"
"Across";"GORAB gene"
"Across";"Gray Platelet Syndrome"
"Across";"Group Object"
"Across";"Groups"
"Across";"Health Insurance Portability and Accountability Act"
"Across";"Help document"
"Across";"Hepatocellular Adenoma"
"Across";"Heterocyclic Amines"
"Across";"Historical aspects qualifier"
"Across";"History"
"Across";"History of allergies"
"Across";"History of present illness"
"Across";"History of previous events"
"Across";"HL7PublishingSubSection <practice>"
"Across";"Hour"
"Across";"Human Cells, Tissues, and Cellular and Tissue-Based Products Storage"
"Across";"Image Feature"
"Across";"Importance Rating Score 0"
"Across";"Important"
"Across";"Including (qualifier)"
"Across";"Independence"
"Across";"Independent for Transfer"
"Across";"Independently able"
"Across";"Information"
"Across";"Local"
"Across";"Location"
"Across";"Location of Oral Residue Following Swallowing"
"Across";"Location of Pharyngeal Residue Following Swallowing"
"Across";"Logical Condition"
"Across";"Management Occupations"
"Across";"Management procedure"
"Across";"Map"
"Across";"Medical"
"Across";"Medical History"
"Across";"Medical service"
"Across";"medication history"
"Across";"Medications"
"Across";"Medications:-:Point in time:^Patient:-"
"Across";"Medications:Presence or Identity:Duration of the study:^Patient:Nominal"
"Across";"Microtubule-Associated Proteins"
"Across";"Monograph"
"Across";"More"
"Across";"Myositis Activities Profile"
"Across";"Nance-Horan syndrome"
"Across";"NHS gene"
"Across";"Numbers"
"Across";"Nurses"
"Across";"Official"
"Across";"One"
"Across";"Out (direction)"
"Across";"Page (document)"
"Across";"Pages"
"Across";"Paramedical Personnel"
"Across";"pay"
"Across";"Pharmaceutical Preparations"
"Across";"Pharmaceutical Services"
"Across";"Pharmacist"
"Across";"Pharmacologic Substance"
"Across";"Pharmacy (field)"
"Across";"Pharmacy domain"
"Across";"Pharmacy facility"
"Across";"Physicians"
"Across";"Population Group"
"Across";"Practice Experience"
"Across";"prescribed"
"Across";"prescription document"
"Across";"Prescription Drugs"
"Across";"Prescription procedure"
"Across";"prescription refill"
"Across";"Prescription request"
"Across";"Prescriptions:Finding:Point in time:^Patient:Narrative"
"Across";"Presentation"
"Across";"Profile (lab procedure)"
"Across";"Profiling (action)"
"Across";"Proprietary Name"
"Across";"Provide (product)"
"Across";"Providing (action)"
"Across";"Question (inquiry)"
"Across";"RAX gene"
"Across";"Recent"
"Across";"Reference Object"
"Across";"refill"
"Across";"Regulatory Application"
"Across";"Reminder"
"Across";"Removed"
"Across";"Request - action"
"Across";"Role Class - access"
"Across";"Routine"
"Across";"Rx therapy"
"Across";"Same"
"Across";"Scientific Equipment"
"Across";"Secure - resin cement"
"Across";"Secure feeling"
"Across";"Security - service"
"Across";"set (group)"
"Across";"Set (Psychology)"
"Across";"Set scale"
"Across";"Site"
"Across";"Social group"
"Across";"Storage"
"Across";"Submitted"
"Across";"summary - ActRelationshipSubset"
"Across";"Summary (document)"
"Across";"Take"
"Across";"teams"
"Across";"Telephone"
"Across";"Telephone Device Component"
"Across";"Telephone Number"
"Across";"To"
"Across";"Togo"
"Across";"Tool, device (physical object)"
"Across";"Top (position)"
"Across";"Tryptophanase"
"Across";"Used Quit Cigarette Smoking Videos"
"Across";"Useful"
"Across";"User Group"
"Across";"Variety (taxon)"
"Across";"videocassette"
"Across";"View"
"Across";"Vine"
"Across";"Vine, Bach flower essence"
"Across";"Write - language ability"
